Title,Director,Cast,Year,Genre,combo
ganga tere desh mein,Vijay Reddi,jayapradha babbar raj dimple kapadia dharmendra,1988,unknown,jayapradha babbar raj dimple kapadia dharmendra unknown
gangaa jamunaa saraswathi,Manmohan Desai,chakraborty jayapradha bachchan sheshadri meenakshi amitabh mithun,1988,adventure crime family action drama,chakraborty jayapradha bachchan sheshadri meenakshi amitabh mithun adventure crime family action drama
ghar aakir ghar hai,Unknown,khan puri javed rajesh,1988,unknown,khan puri javed rajesh unknown
ghar ghar ki kahani,Kalpataru,kapoor naaz farha rishi govinda,1988,family drama comedy,kapoor naaz farha rishi govinda family drama comedy
ghar mein ram gali mein shyam,Subhash Sonik,beena banerjee rita bhaduri govinda,1988,family action drama comedy,beena banerjee rita bhaduri govinda family action drama comedy
gharwali baharwali,Sripathi Panditharadhyula Rajaram,kapoor deo ramesh chandrashekhar satyendra,1988,family,kapoor deo ramesh chandrashekhar satyendra family
ghayal sherni,Unknown,kaikala aruna jayanthi satyanarayana,1988,unknown,kaikala aruna jayanthi satyanarayana unknown
gunahon ka faisla,Shibu Mitra,shatrughan sinha dimple chunky kapadia pandey,1988,action,shatrughan sinha dimple chunky kapadia pandey action
gunahon ke shatranj,Chandrakant Sangani,unknown,1988,unknown,unknown unknown
halaal ki kamai,Swaroop Kumar,naaz farha sonika gill govinda,1988,family,naaz farha sonika gill govinda family
halla gulla,Unknown,unknown,1988,unknown,unknown unknown
hamara khandaan,Anwar Pasha,kapoor kiran naaz juneja farha rishi,1988,drama romance,kapoor kiran naaz juneja farha rishi drama romance
hatya,Kirti Kumar,neelam raj govinda kiran,1988,crime action thriller romance drama,neelam raj govinda kiran crime action thriller romance drama
hum farishte nahin,Jatin Kumar,seth babbar puri deepak raj om,1988,action thriller,seth babbar puri deepak raj om action thriller
hum to chale pardes,Ravindra Peepat,kapoor shashi kharbanda kulbhushan rajiv,1988,unknown,kapoor shashi kharbanda kulbhushan rajiv unknown
insaaf ki jung,Unknown,inamdar tendulkar priya shafi,1988,unknown,inamdar tendulkar priya shafi unknown
insaaf ki manzil,Unknown,jeevan shekhar suman bhushan,1988,unknown,jeevan shekhar suman bhushan unknown
insaniyat,Unknown,kimi katkar,1988,unknown,kimi katkar unknown
inteqam,Rajkumar Kohli,kapoor sunny meenakshi anil deol kimi seshadri katkar,1988,unknown,kapoor sunny meenakshi anil deol kimi seshadri katkar unknown
janam janam,Vijay Sadanah,kapoor danny amrish puri denzongpa rishi,1988,unknown,kapoor danny amrish puri denzongpa rishi unknown
jawani ki lahren,Unknown,pandey manmauji rakesh,1988,unknown,pandey manmauji rakesh unknown
jeete hain shaan se,Kawal Sharma,chakraborty pandit mandakini vijeta dutt sanjay govinda mithun,1988,action,chakraborty pandit mandakini vijeta dutt sanjay govinda mithun action
jungle ki beti,Unknown,shelly bedi joginder rakesh,1988,unknown,shelly bedi joginder rakesh unknown
kaal chakra,Unknown,sadashiv jain madan suresh oberoi amrapurkar,1988,unknown,sadashiv jain madan suresh oberoi amrapurkar unknown
kab tak chup rahungi,T. Prakash Rao,amala aruna irani saeed jaffrey,1988,unknown,amala aruna irani saeed jaffrey unknown
kabrastan,Mohan Bhakri,kamna khan javed hemant birje,1988,unknown,kamna khan javed hemant birje unknown
kabzaa,Mahesh Bhatt,babbar paresh amrita dutt sanjay raj singh rawal,1988,action,babbar paresh amrita dutt sanjay raj singh rawal action
kanoon ki hathkadee,K. Bapaiah,krishna sridevi gummadi,1988,action,krishna sridevi gummadi action
kanwarlal,S.S. Ravichandra,babbar arjun raj birbal,1988,unknown,babbar arjun raj birbal unknown
kasam,Umesh Mehra,kapoor dhillon anil poonam,1988,unknown,kapoor dhillon anil poonam unknown
kharidar,Unknown,daljit paresh sarika kaur rawal,1988,unknown,daljit paresh sarika kaur rawal unknown
khatron ke khiladi,T. Rama Rao,chunky dutt sanjay pandey dharmendra,1988,crime drama action comedy,chunky dutt sanjay pandey dharmendra crime drama action comedy
khoon bahaa ganga mein,Pravin Bhatt,annu bharat kapoor avtar gill,1988,action,annu bharat kapoor avtar gill action
khoon bhari maang,Rakesh Roshan,bedi rekha walia sonu kabir,1988,action drama thriller,bedi rekha walia sonu kabir action drama thriller
lathi,Hrishikesh Mukherjee,unknown,1988,unknown,unknown unknown
libaas,Unknown,shreedhar subodh,1988,unknown,shreedhar subodh unknown
maalamaal,Kewal Sharma,shah mandakini dhillon naseeruddin poonam,1988,comedy,shah mandakini dhillon naseeruddin poonam comedy
mahakali,Unknown,farha rinku master naaz,1988,unknown,farha rinku master naaz unknown
mahaveera,Naresh Saigal,babbar salma a krishna r agha raj,1988,action,babbar salma a krishna r agha raj action
main zinda hoon,Sudhir Mishra,deepti rajendra naval kapur pankaj gupta,1988,drama,deepti rajendra naval kapur pankaj gupta drama
mar mitenge,Unknown,chakraborty madhavi babbar jeetendra bhanupriya raj mithun,1988,unknown,chakraborty madhavi babbar jeetendra bhanupriya raj mithun unknown
mardangi,S.R. Pratap,dara hemant birje virk singh aman,1988,unknown,dara hemant birje virk singh aman unknown
mardon wali baat,Brij,danny shabana azmi denzongpa dharmendra,1988,crime adventure action comedy,danny shabana azmi denzongpa dharmendra crime adventure action comedy
mera muqaddar,Unknown,prem kharbanda kulbhushan chopra tanuja,1988,unknown,prem kharbanda kulbhushan chopra tanuja unknown
mera shikar,Keshu Ramsay,bedi nischol dimple kapadia navin kabir,1988,action,bedi nischol dimple kapadia navin kabir action
mere baad,Vishwamitra,kher rakhee anupam gulzar,1988,drama,kher rakhee anupam gulzar drama
mohabbat ke dushman,Unknown,malini naaz kumar dutt farha raaj sanjay hema,1988,action thriller,malini naaz kumar dutt farha raaj sanjay hema action thriller
mohre,Raghuvir Kul,sadashiv patekar madhuri nana dixit amrapurkar,1988,unknown,sadashiv patekar madhuri nana dixit amrapurkar unknown
mulzim,K.S.R. Doss,malini katkar jeetendra amrita hema kimi singh,1988,unknown,malini katkar jeetendra amrita hema kimi singh unknown
namumkin,Hrishikesh Mukherjee,vinod mehra babbar raj zeenat aman,1988,mystery drama,vinod mehra babbar raj zeenat aman mystery drama
om-dar-b-dar,Kamal Swaroop,anita manish gopi kanwar desai gupta,1988,unknown,anita manish gopi kanwar desai gupta unknown
paanch fauladi,Unknown,birbal babbar salma agha raj,1988,unknown,birbal babbar salma agha raj unknown
paap ki duniya,Shibu Mitra,danny sunny chunky pran neelam deol pandey,1988,action,danny sunny chunky pran neelam deol pandey action
paap ko jalaa kar raakh kar doonga,K.R. Reddy,anita naaz dharmendra farha raj govinda,1988,unknown,anita naaz dharmendra farha raj govinda unknown
parbat ke us paar,Raman Kumar,bedi rakesh avtar abhinav gill chaturvedi,1988,unknown,bedi rakesh avtar abhinav gill chaturvedi unknown
pehla kadam,Ketan Mehta,unknown,1988,unknown,unknown unknown
pestonjee,Vijaya Mehta,shabana dady azmi dastoor dustoor cyprus,1988,drama comedy,shabana dady azmi dastoor dustoor cyprus drama comedy
pushpak,Singeetham Srinivasa Rao,amala anand hassan tinnu kamal,1988,silent comedy,amala anand hassan tinnu kamal silent comedy
pyaar mohabbat,Ajay Kashyap,rakhee govinda mandakini gulzar,1988,unknown,rakhee govinda mandakini gulzar unknown
pyaasi atma,"Ismail Inamdar, A.K. Misra",puri lalita pawar rajesh,1988,unknown,puri lalita pawar rajesh unknown
pyar ka mandir,K. Bapaiah,chakraborty bharat madhavi bhushan mithun,1988,family drama,chakraborty bharat madhavi bhushan mithun family drama
qasoor kiska,Unknown,unknown,1988,unknown,unknown unknown
qatil,Ashok Gaikwad,kapoor aditya bijlani pancholi shakti sangeeta,1988,unknown,kapoor aditya bijlani pancholi shakti sangeeta unknown
qayamat se qayamat tak,Mansoor Khan,khan aamir juhi chawla,1988,romance,khan aamir juhi chawla romance
raj dulari,Dinesh Thakur,unknown,1988,unknown,unknown unknown
ram-avtar,Sunil Hingorani,kapoor sunny anil deol sridevi,1988,drama,kapoor sunny anil deol sridevi drama
rama o rama,Mirza Brothers,babbar sheikh aashif kimi raj katkar,1988,romance action drama,babbar sheikh aashif kimi raj katkar romance action drama
rihaee,Arunaraje,vinod malini shah khanna naseeruddin hema,1988,unknown,vinod malini shah khanna naseeruddin hema unknown
rukhsat,Simi Garewal,chakraborty simi anuradha patel garewal mithun,1988,romance,chakraborty simi anuradha patel garewal mithun romance
saazish,Rajkumar Kohli,anita chakraborty raj dimple kumar kapadia raaj dharmendra mithun,1988,action,anita chakraborty raj dimple kumar kapadia raaj dharmendra mithun action
sagar sangam,Dulal Guha,anita chakraborty padmini shatrughan sinha kolhapure raj mithun,1988,unknown,anita chakraborty padmini shatrughan sinha kolhapure raj mithun unknown
salaam bombay!,Mira Nair,patekar nana,1988,drama,patekar nana drama
shahenshah,Tinu Anand,prem amrish khan kader bachchan puri meenakshi pran amitabh chopra,1988,action,prem amrish khan kader bachchan puri meenakshi pran amitabh chopra action
sherni,Harmesh Malhotra,khan kader jagdeep birbal,1988,unknown,khan kader jagdeep birbal unknown
shesh,Amit Khanna,unknown,1988,unknown,unknown unknown
shiv shakti,Unknown,katkar grover gulshan kimi govinda,1988,unknown,katkar grover gulshan kimi govinda unknown
shukriyaa,A.C. Tirilokchander,kapoor amrita rajiv asrani singh,1988,unknown,kapoor amrita rajiv asrani singh unknown
sila,B.R. Ishara,unknown,1988,unknown,unknown unknown
siyasat,Mahesh Bhatt,neelam,1988,unknown,neelam unknown
sone pe suhaaga,K. Bapaiah,kapoor jeetendra nutan dhillon anil sridevi dharmendra katkar kimi poonam,1988,family action,kapoor jeetendra nutan dhillon anil sridevi dharmendra katkar kimi poonam family action
soorma bhopali,Jagdeep,rekha bachchan jagdeep amitabh dharmendra,1988,unknown,rekha bachchan jagdeep amitabh dharmendra unknown
tamacha,Ramesh Ahuja,rajnikanth katkar jeetendra amrita bhanupriya kimi singh,1988,action romance,rajnikanth katkar jeetendra amrita bhanupriya kimi singh action romance
tezaab,N. Chandra,kapoor madhuri chunky dixit anil pandey,1988,action romance,kapoor madhuri chunky dixit anil pandey action romance
the deceivers,Unknown,unknown,1988,unknown,unknown unknown
tohfa mohabbat ka,Ram Govind,kimi govinda katkar,1988,unknown,kimi govinda katkar unknown
trishagni,Nabendu Ghosh,joshi patekar nana nath pallavi alok,1988,historical drama,joshi patekar nana nath pallavi alok historical drama
udbhav,T.S. Ranga,mamta agrawal pranay rao,1988,unknown,mamta agrawal pranay rao unknown
veerana,"Shyam Ramsay, Tulsi Ramsay",chaddha jasmin sahila hemant birje,1988,horror action drama thriller,chaddha jasmin sahila hemant birje horror action drama thriller
vijay,Yash Chopra,kapoor moushumi malini babbar sheshadri meenakshi rajesh khanna chatterjee anil sonam rishi hema raj,1988,romance action drama,kapoor moushumi malini babbar sheshadri meenakshi rajesh khanna chatterjee anil sonam rishi hema raj romance action drama
waaris,Ravindra Peepat,patil babbar amrita smita raj singh,1988,drama,patil babbar amrita smita raj singh drama
waqt ki awaz,K. Bapaiah,moushumi chakraborty neelam chatterjee sridevi mithun,1988,crime romance action drama,moushumi chakraborty neelam chatterjee sridevi mithun crime romance action drama
woh phir aayegi,B.R. Ishara,moon naaz rajesh khanna farha sen,1988,mystery horror thriller,moon naaz rajesh khanna farha sen mystery horror thriller
yateem,J. P. Dutta,danny naaz sunny farha denzongpa deol,1988,unknown,danny naaz sunny farha denzongpa deol unknown
yeh pyar nahin,Unknown,unknown,1988,unknown,unknown unknown
zakhmi aurat,Avtar Bhogal,babbar kapadia raj dimple,1988,action,babbar kapadia raj dimple action
zalzala,Harish Shah,shatrughan sinha pandit vijeta kimi dharmendra katkar,1988,unknown,shatrughan sinha pandit vijeta kimi dharmendra katkar unknown
zinda jala doonga,Kiran Kumar,unknown,1988,unknown,unknown unknown
zulm ko jala doonga,Mahendra Shah,shah sumeet anand naseeruddin saigal suparna,1988,unknown,shah sumeet anand naseeruddin saigal suparna unknown
asmaan se ooncha,Unknown,jeetendra sonam,1989,unknown,jeetendra sonam unknown
awara zindagi,Unknown,jagdish raj kiran,1989,unknown,jagdish raj kiran unknown
babul,Unknown,unknown,1989,unknown,unknown unknown
bade ghar ki beti,Unknown,pran,1989,unknown,pran unknown
bahurani,Unknown,unknown,1989,unknown,unknown unknown
batwara,Unknown,vinod dharmendra khanna,1989,unknown,vinod dharmendra khanna unknown
bhrashtachar,Unknown,rekha chakraborty mithun,1989,unknown,rekha chakraborty mithun unknown
billoo badshah,Unknown,unknown,1989,unknown,unknown unknown
chaalbaaz,Pankaj Parashar,anupam sunny sridevi deol kher rajnikant,1989,comedy romantic,anupam sunny sridevi deol kher rajnikant comedy romantic
chaalu pe chaalu,Unknown,unknown,1989,unknown,unknown unknown
chahungi tujhe bar bar,Unknown,unknown,1989,unknown,unknown unknown
chandni,Yash Chopra,vinod kapoor khanna rishi sridevi,1989,romance,vinod kapoor khanna rishi sridevi romance
charana,Unknown,unknown,1989,unknown,unknown unknown
chingari,Ram Maheshwari,chandavarkar khan leena shatrughan sinha pran sanjay tiwari,1989,unknown,chandavarkar khan leena shatrughan sinha pran sanjay tiwari unknown
clerk,Unknown,shashi kapoor manoj rekha ali mohammed kumar,1989,unknown,shashi kapoor manoj rekha ali mohammed kumar unknown
daata,Sultan Ahmed,kapoor padmini kolhapure suresh shammi oberoi chakravorty mithun,1989,unknown,kapoor padmini kolhapure suresh shammi oberoi chakravorty mithun unknown
daddy,Mahesh Bhatt,pooja kher anupam bhatt,1989,unknown,pooja kher anupam bhatt unknown
dana paani,Unknown,unknown,1989,unknown,unknown unknown
dav pech,Unknown,unknown,1989,unknown,unknown unknown
deep,Raj Babbar,deepti naval kanwaljeet,1989,unknown,deepti naval kanwaljeet unknown
desh ke dushman,Unknown,unknown,1989,unknown,unknown unknown
dil lagake dekho,Unknown,unknown,1989,unknown,unknown unknown
hero hiralal,"Ketan Mehta, V.N. Menon",kapoor shah deepa naseeruddin sahi sanjana,1989,drama action comedy,kapoor shah deepa naseeruddin sahi sanjana drama action comedy
hisaab khoon ka,Unknown,unknown,1989,unknown,unknown unknown
hum bhi insaan hain,Manivannan,shroff jackie jaya kothari dutt neelam sanjay prada,1989,unknown,shroff jackie jaya kothari dutt neelam sanjay prada unknown
