Title,Director,Cast,Year,Genre,combo
aasman se gira,Pankaj Parashar,kapoor sridevi anil,1992,fantasy,
angaar,Shashilal K. Nair,shroff jackie khan patekar kader puri mazhar dimple nana kapadia om,1992,romance,
bewaffa se waffa,Saawan Kumar Tak,juhi mushran chawla vivek nagma,1992,drama romance,
balwaan,Deepak Anand,danny divya bharti sunil denzongpa shetty,1992,action,
waqt ka badshah,Manmohan,moon sen akash deep,1992,action,
junoon,Vijay Sadanah,pooja rahul roy bhatt,1992,musical romance,
sangeet,K. Vishwanath,madhuri shroff jackie dixit,1992,drama romance,
dilwale kabhi na hare,C. Menon,rahul usgaonkar varsha prithvi nagma roy,1992,drama romance,
dushman zamana,Jagdish A. Sharma,kohli divya paresh bharti armaan rawal,1992,romance,
suraj ka satvan ghoda,Shyam Benegal,amrish rajit joshi sachdev puri neena pallavi rajeshwari kapur gupta,1992,drama,
drohi,Ram Gopal Varma,urmila danny nagarjuna matondkar denzongpa,1992,crime thriller,
yalgaar,Feroz Khan,khan koirala manisha khanna dutt feroz sanjay nagma mukesh,1992,action,
jiger,Farogue Siddique,ajay kapoor devgn karisma,1992,musical action,
muskurahat,Priyadarshan,amrish mehra puri revathi jay,1992,romance comedy,
apradhi,K. Ravi Shankar,kapoor chunky shilpa shirodkar anil pandey vijayshanti,1992,crime action,
baaz,S.Subhash,govinda sonam,1992,crime action,
ghar jamai,Arun Bhatt,chakraborty varsha usgaonkar mithun,1992,drama,
raju ban gaya gentleman,Aziz Mirza,khan juhi patekar chawla amrita nana singh shahrukh,1992,drama romance,
geet,Parto Ghosh,kapoor divya bharti avinash shakti wadhawan,1992,drama romance,
jaanam,Vikram Bhatt,pooja rahul roy bhatt,1992,romance,
umar 55 ki dil bachpan ka,Ajay Mehra,khan kader anand akshay chandni,1992,comedy,
dil aashna hai,Hema Malini,khan bedi chakraborty murad jalal farida raza divya jeetendra dimple amrita bharti walia kapadia kabir sonu singh shahrukh mithun,1992,drama,
khule-aam,Arun Dutt,neelam pandey dharmendra chunky,1992,action,
15-08-2018 00:00,Vicky Ranawat,prem saeed chopra tisca jaffrey,1993,unknown,
aadmi,Arshad Khan,chakraborty gauthami mithun,1993,crime romance action drama,
aadmi khilona hai,J. Om Prakash,jeetendra meenakshi reena seshadri govinda roy,1993,drama romance,
aag ka toofan,Kanti Mehta,shashi kapoor dharmendra farheen,1993,unknown,
aaina,Deepak Sareen,shroff jackie juhi chawla amrita singh,1993,romance,
aaja meri jaan,Ketan Anand,kapoor tanya kumar pran krishna shammi singh,1993,romance,
aakhri chetawani,Deva Dutta,sadashiv kapoor babbar shakti raj amrapurkar,1993,unknown,
aandha intaquam,Swaroop Kumar,priya ronit siddharth roy shanti,1993,action,
aankhen,David Dhawan,shivpuri chunky ritu pandey govinda,1993,comedy,
aashiq awara,Umesh Mehra,khan ali mamta saif kulkarni,1993,romance,
aasoo bane angaarey,Mehul Kumar,madhuri bindu jeetendra dixit,1993,drama,
anari,K. Muralimohana Rao,kapoor venkatesh karisma daggubati,1993,unknown,
andha insaaf,Unknown,bharti divya,1993,unknown,
anmol,Ketan Desai,kapoor koirala manisha rishi,1993,unknown,
antim nyay,Sukhwant Dhadda,bakshi arun kashyap dubey c sundeep s,1993,unknown,
ashaant,Kavita Ramsay,kulkarni akshay mamta kumar,1993,unknown,
aulad ke dushman,Rajkumar Kohli,babbar ayesha raj jhulka,1993,drama,
baaghi sultana,R. Thakur,kapoor khan arif puneet issar shakti,1993,unknown,
baazigar,Abbas-Mustan,rukh khan shah kajol shilpa shetty,1993,thriller,
badi bahen,Kalpataru,babbar asrani raj chandrashekhar,1993,unknown,
balmaa,Lawrence D'Souza,ayesha anjana mumtaz jhulka saeed jaffrey,1993,romance,
bechain,Kawal Sharma,murad raza malvika salaria tiwari sidhant,1993,unknown,
bedardi,Krishnakant Pandya,urmila matondkar ajay reena devgn roy,1993,crime action,
bhagyawan,S.K. Subash,asha juhi parekh ranjeet chawla pran aruna irani govinda,1993,unknown,
bhaji on the beach,Gurinder Chadha,sarita vithana jimmi kim harkishin khajuria,1993,comedy,
bhookamp,Gautam Adhikari,mohan joshi jeetendra mamta kulkarni,1993,family romance action drama,
bomb blast,Deepak Balraj Vij,kishori ronit aditya pancholi shahane roy,1993,unknown,
boy friend,Ramesh U. Lakhiani,sheeba kiran behl kumar ravi,1993,romance,
chahoonga main tujhe,Kamal,harish patel,1993,unknown,
chandra mukhi,Debaloy Dey,khan sridevi salman pran,1993,unknown,
chooriyan,Sai Paranjape,unknown,1993,unknown,
chor aur chaand,Pavan Kaul,bhatt aditya aruna irani pancholi pooja,1993,unknown,
dalaal,Partho Ghosh,ayesha chakraborty jhulka behl ravi mithun,1993,family drama,
damini �?? lightning,Rajkumar Santoshi,kapoor sunny meenakshi deol rishi seshadri,1993,drama,
darr,Yash Chopra,rukh khan shah juhi sunny chawla deol,1993,thriller,
dhanwaan,K. Vishwanath,kapoor karishma koirala manisha ajay devgn,1993,drama romance,
dhartiputra,Iqbal Durrani,pradha jaya kapoor rishi,1993,unknown,
dil ki baazi,Anil Ganguly,akshay jhulka kumar ayesha,1993,unknown,
dil tera aashiq,Lawrence d'Souza,madhuri khan salman dixit,1993,comedy romance,
divya shakti,Sameer Malkan,ajay raveena devgn tandon,1993,action,
dosti ki saugandh,Mohanji Prasad,kapoor khan kader pran shakti shammi,1993,unknown,
ek hi raasta,Deepak Bahry,ajay raveena devgn tandon,1993,family adventure action thriller,
game,Unknown,shah rahul naseeruddin aditya bijlani pancholi sangeeta roy,1993,crime action drama,
gardish,Priyadarshan,annu shroff jackie kapoor babbar dimple kapadia raj,1993,crime drama,
geetanjali,Shakti Samanta,arora rekha vijay jeetendra,1993,drama,
ghar aaya mera pardesi,Ravindra Peepat,gokhale grover bhagyashree gulshan vikram,1993,romance action drama,
ghar ki laaj,Kalpataru,unknown,1993,unknown,
gumrah,Mahesh Bhatt,anupam dutt sanjay kher sridevi,1993,crime action drama thriller,
gunaah,Mahesh Bhatt,sumeet sunny dimple kapadia deol saigal,1993,unknown,
gurudev,Vinod Mehra,kapoor pran anil rishi sridevi,1993,romance,
hasti,Unknown,shroff jackie shah naseeruddin nagma,1993,action,
hum hain kamaal ke,Vijay Reddy,sheeba khan kader sujoy mukherjee,1993,crime drama action comedy,
hum hain rahi pyar ke,Mahesh Bhatt,khan aamir juhi chawla,1993,romance,
in custody,Ismail Merchant,shashi puri kapoor om,1993,unknown,
insaniyat ke devta,K. C. Bokadia,vikas bedi rakesh anand rita bhaduri,1993,crime romance action drama,
izzat ki roti,K. Pappu,urmila juhi birbal bhatt chawla,1993,family drama,
jeevan ki shatranj,S.A. Chandrashekhar,naaz chakraborty farah mithun,1993,crime romance action drama,
kala coat,Mehmood Khan,bhukhari master tom bhagwan khalil alter,1993,crime romance action drama,
kasam teri kasam,Raman Kumar,kanchan kunika krishna kumar,1993,romance,
kayda kanoon,Pradeep Mani,akshay swaroop shikha kumar,1993,unknown,
khal-naaikaa,Unknown,pradha jaya jeetendra anu agrawal,1993,crime drama thriller,
khalnayak,Subhash Ghai,shroff jackie madhuri dixit dutt sanjay,1993,action drama,
khoon ka sindoor,Amrish Sehgal,kunika singh upasna siddharth,1993,unknown,
king uncle,Rakesh Roshan,shroff jackie shah khan rukh saraf niveditha,1993,drama,
kohraa,Partho Ghosh,ayesha jhulka kohli pran arman,1993,mystery thriller,
krishan avtaar,Ashok Gaikwad,chakraborty somy khan ali hashmat mithun,1993,action,
kshatriya,J. P. Dutta,vinod sunny khanna dutt sunil sanjay deol dharmendra,1993,action,
kundan,K. C. Bokadia,pradha amrish jaya puri dharmendra,1993,drama,
lootere,Dharmesh Darshan,bedi juhi sunny chawla deol pooja,1993,romance musical action drama,
mahakaal,Ramsay Bros,shah lever puran johnny karan archana singh,1993,horror,
maya,Ketan Mehta,babbar shaikh deepa sahi raj farooq,1993,mystery drama romance,
maya memsaab,Ketan Mehta,khan sheikh deepa sahi farooq shahrukh,1993,romance,
meharbaan,Unknown,sadashiv chakraborty ayesha amrapurkar jhulka mithun,1993,unknown,
meri aan,Roopesh Kumar,dutt farheen sanjay chandrashekhar,1993,family drama romance,
muqabla,T. Rama Rao,kapoor naaz karisma farah govinda,1993,crime action drama thriller,
papeeha,Sai Paranjape,yadav paranjape joglekar gunaji milind raghuvir veeni,1993,unknown,
pardesi,Raj N. Sippy,kapoor chakraborty dheer sumalatha shakti pankaj mithun,1993,action,
patang,Goutam Ghose,shafiq shabana puri azmi syed om,1993,drama,
pehchaan,Deepak Shivdasani,khan ali saif shilpa shirodkar sunil madhoo shetty,1993,drama romance,
pehla nasha,Unknown,tandon bhatt deepak pooja raveena tijori,1993,unknown,
phir teri kahani yaad aayee,Mahesh Bhatt,bedi bhatt rahul pooja roy,1993,drama romance,
phool,Singeetham Srinivasa Rao,rajni bala behl maya alagh naina,1993,unknown,
phool aur angaar,Ashok Gaekwad,chakraborty shantipriya mithun,1993,unknown,
phoolan hasina ramkali,Kanti Shah,khan sudha kirti tahir singh chandran,1993,unknown,
platform,Deepak Pawar,ajay chopra devgn tisca priya,1993,family action,
police wala,Sikander Bharti,bakshi kapoor arun khote shakti viju,1993,unknown,
prateeksha,Lawrence D'Souza,vikas master anand chandrashekhar bunty,1993,crime action,
pratimurti,Bimal Dutt,raakhee rajendra gupta meher sadhu,1993,unknown,
professor ki padosan,S.L. Soni,padmini kolhapure suman kumar sanjeev shekhar,1993,unknown,
pyaar ka tarana,Dev Anand,anita ayoob anand manu gargi akshay,1993,unknown,
pyar pyar,Sunil R. Prasad,beena anand kishore bhanushali banerjee isha gupta,1993,unknown,
rajdhani,Unknown,kodi ramakrishna,1993,unknown,
rang,Talat Jani,sadanah divya jeetendra amrita bharti singh kamal,1993,unknown,
rani aur maharani,Kanti Shah,sadashiv damini ali ishrat amrapurkar,1993,unknown,
raunaq,Bobby Tappia,neeraj priyanka subbiraj kumar,1993,unknown,
roop ki rani choron ka raja,Satish Kaushik,kapoor shroff anupam jackie paresh anil kher sridevi rawal,1993,drama,
rudaali,Kalpana Lajmi,raakhee khan amjad dimple kapadia,1993,drama,
sadhna,K. Ravi Shankar,mangal krishan babbar dhawan dhillon raj,1993,drama,
sahibaan,Ramesh Talwar,kapoor madhuri dixit dutt sanjay rishi,1993,drama romance,
sainik,Sikander Bhartee,bhave ashwini kumar farheen akshay,1993,unknown,
sangram,Lawrence D'Souza,kapoor ayesha jhulka karisma ajay devgn,1993,drama romance,
santaan,Narayana Rao Dasari,moushumi deepak jeetendra chatterjee tijori,1993,unknown,
sardar,Ketan Mehta,rawal paresh,1993,biography drama,
shaktimaan,K. C. Bokadia,kapoor karisma khanna ajay devgn mukesh,1993,crime romance action drama,
shatranj,Aziz Sajawal,shroff jackie chakraborty khan juhi kader divya chawla bharti mithun,1993,romance drama comedy,
shiv teri mahima nyari,Suresh Sinh Gohil,lalita pawar,1993,unknown,
shreemaan aashique,Deepak Anand,kapoor urmila matondkar bindu rishi,1993,comedy,
sir,Mahesh Bhatt,shah bhatt naseeruddin agnihotri pooja atul,1993,crime drama,
tadipaar,Mahesh Bhatt,chakraborty anupam bhatt pooja kher mithun,1993,unknown,
tahqiqaat,A. Jagannath,jeetendra berde aditya pancholi laxmikant,1993,crime,
tum karo vaada,Robin Khosla,kapoor anaida shammi birbal,1993,romance,
veerta,Shibu Mitra,prem prasenjit sunny chatterjee chopra deol,1993,unknown,
waqt hamara hai,Bharat Rangachary,ayesha jhulka mamta kumar sunil kulkarni akshay shetty,1993,action romance,
yugandhar,N. Chandra,chakraborty bedi bijlani sangeeta kabir mithun,1993,unknown,
zakhmi rooh,Pawan Kumar,kiran moon javed sen raj jaffrey,1993,unknown,
zakhmo ka hisaab,Talukdaars,kiran naaz kumar farah govinda,1993,crime action drama,
1942: a love story,Vidhu Vinod Chopra,kapoor shroff jackie anupam danny koirala manisha pran denzongpa anil kher,1994,social romance,
aa gale lag jaa,Hamid Ali Khan,urmila matondkar ali jugal ishrat ajit hansraj,1994,romance,
aag,K. Ravi Shankar,sonali shilpa bendre govinda shetty,1994,romance,
aag andhi aur toofan,Kanti Shah,unknown,1994,unknown,
aag aur chingari,Kanti Shah,kapoor ravi shakti asrani kishan,1994,unknown,
aaja re o sajana,Unknown,unknown,1994,unknown,
aaja sanam,Unknown,unknown,1994,unknown,
aao pyaar karen,Ravendra Peepat,khan somy ali saif shilpa shetty,1994,drama romance,
aatish: feel the fire,Sanjay Gupta,kapoor tandon karisma dutt sanjay raveena,1994,unknown,
ab to aaja saajan mere,Rakesh A. Nahata,kapoor shalini arvind rom joshi manik,1994,drama romance,
amanaat,Raj N Sippy,heera rajgopal kumar dutt sanjay akshay,1994,adventure action,
andaz,David Dhawan,kapoor juhi karisma chawla anil,1994,crime drama action comedy,
andaz apna apna,Rajkumar Santoshi,kapoor khan tandon karishma khote paresh salman shakti viju raveena aamir rawal,1994,comedy,
anjaam,Rahul Rawail,rukh khan shah madhuri deepak dixit tijori,1994,drama thriller,
anokha premyudh,Unknown,kapoor arun aruna irani shakti,1994,family romance drama comedy,
anth,Sanjay Khanna,somy sunil ali shetty,1994,action,
aranyaka,Apurba Kishore Bir,kapoor mohan gokhale navni sanjana parihar,1994,unknown,
baali umar ko salaam,Vasant R. Patel,sadanah beena banerjee chopra tisca kamal,1994,drama action comedy,
bandit queen,Shekhar Kapur,pandey seema biswas nirmal,1994,biography social,
beta ho to aisa,C.P. Dixit,vikas anand asrani anuradha,1994,unknown,
betaaj badshah,Iqbal Durrani,shatrughan sinha kumar jay raaj mehta,1994,unknown,
brahma,K. Subhash,ayesha madhoo govinda jhulka,1994,unknown,
chaand kaa tukdaa,Saawan Kumar,khan sridevi salman,1994,drama action comedy,
chauraha,Sadaqat Hussein,shroff jackie jeetendra jayapradha,1994,unknown,
cheetah,Harmesh Malhotra,bhave chakraborty ashwini mithun,1994,unknown,
chhoti bahoo,M.M. Baig,vikas beena anand bindu banerjee,1994,family drama,
didi,Prakash Jha,unknown,1994,unknown,
dilbar,B. Krishna Rao,nawaz khan mamta kulkarni raj rishikesh,1994,family drama romance,
dilwale,Unknown,tandon devgan paresh ajay sunil raveena shetty rawal,1994,romance,
do fantoosh,"Sikander Bharti, Veerendra",sadashiv vikas babbar anand ishita amrapurkar,1994,comedy,
drohkaal,Unknown,shah vasisht puri mita naseeruddin om,1994,unknown,
dulaara,Vimal Kumar,kapoor karishma grover gulshan govinda,1994,thriller,
eena meena deeka,David Dhawan,vinod kapoor juhi chawla khanna rishi,1994,crime action comedy,
ekka raja rani,Afzal Ahmad,vinod ayesha bhave ashwini jhulka khanna govinda,1994,unknown,
elaan,Unknown,akshay madhoo kumar,1994,unknown,
ganga aur ranga,Joginder,chaddha anita sahila chatwal suresh chopra,1994,action,
gangster,Dev Anand,anita ayoob mamta kulkarni manu gargi,1994,action drama thriller,
ghar ki izzat,Kalpataru,kapoor anita jeetendra rishi raj,1994,romance musical comedy,
gopalaa,Akash Jain,prem chatwal bindu suresh chopra,1994,unknown,
gopi kishan,Mukesh Duggal,kapoor karisma shilpa shirodkar sunil shetty,1994,crime drama action comedy,
hanste khelte,Bharat Rangachary,rahul aparajita roy,1994,drama comedy,
hum aapke hain koun..!,Sooraj R. Barjatya,khan reema lagoo anupam madhuri dixit nath renuka bindu salman kher alok shahane,1994,romance,
hum hain bemisaal,Deepak Bahry,shilpa kumar shirodkar sunil madhoo akshay shetty,1994,unknown,
ikke pe ikka,Raj Sippy,prithvi kumar akshay priya shanti,1994,action comedy,
insaaf apne lahoo se,Latif Khan,shatrughan sinha suman dutt sanjay shekhar,1994,action drama,
insaniyat,Tony Juneja,mehra chunky nath jayaprada prem aftab vinod tandon bachchan nutan chopra deol kher shivdasani anupam amitabh pandey alok sunny sonam raveena,1994,crime action drama,
ishq mein jeena ishq mein marna,Miraq Mirza,inamdar shafi divya brij gopal dutta,1994,romance,
jai kishen,Unknown,akshay jhulka kumar ayesha,1994,unknown,
jai maa karwa chauth,Pradeep Pandit,master anand kishore bhanushali ankit banjara,1994,fantasy drama history,
janam se pehle,B.R. Ishara,babbar sumeet naaz farah saigal raj,1994,unknown,
janta ki adalat,T.L.V. Prasad,sadashiv berde asrani laxmikant amrapurkar,1994,musical,
jazbaat,Anant Balani,suchitra reema lagoo krishnamoorthi rohit roy,1994,romance,
juaari,Jagdish A. Sharma,kohli shilpa shirodkar arman dharmendra,1994,family,
kabhi haan kabhi naa,Kundan Shah,rukh suchitra shah khan krishnamoorthi naseeruddin,1994,romance,
karan,Shiv Kumar,prem dara trishna vindu chopra singh,1994,unknown,
khudai,Johny Bakshi,deepika madhavi rajesh khanna,1994,drama,
khuddar,Iqbal Durrani,kapoor govinda karishma,1994,action,
kranti kshetra,Raajiv Kumar,chakraborty bhatt harish pooja mithun,1994,action,
krantiveer,Mehul Kumar,patekar dimple mamta nana kapadia agnihotri kulkarni atul,1994,drama romance,
laadla,Raj Kanwar,kapoor tandon raveena anil sridevi,1994,drama,
laqshya,Bhagwan Thakur,sujit kiran anand kumar tinnu,1994,unknown,
madam x,Deepak Shivdasani,kapoor khan mohsin rekha shakti,1994,crime action drama thriller,
madhosh,Vikram Bhatt,khan dhawan anjali dilip faisal jatthar,1994,unknown,
maha shaktishaali,K. Pappu,ayesha anupam jhulka kher dharmendra,1994,unknown,
main khiladi tu anari,Sameer Malkan,khan ali saif shilpa kumar akshay raageshwari shetty,1994,action comedy,
mammo,Shyam Benegal,sikri jalal farida surekha phalke amit,1994,drama,
mera pyara bharat,Rama Rao Tatineni,kapoor puneet s issar chopra sharad tisca,1994,action,
mohabbat ki arzoo,K.C. Bokadia,kapoor bhave bedi zeba ashwini rakesh bakhtiar rishi,1994,drama action romance,
mohra,Rajiv Rai,shah tandon kumar paresh naseeruddin sunil akshay raveena shetty rawal,1994,action,
mr. azaad,T. Ramarao,kapoor aneja ali anil ishrat niki,1994,musical action,
naaraaz,Mahesh Bhatt,sonali chakraborty bhatt agnihotri bendre pooja atul mithun,1994,crime action drama,
paramaatma,Bapu,chakraborty amrish juhi puri chawla mithun,1994,fantasy action drama,
pathreela raasta,Ajay Kashyap,sadashiv usgaonkar dimple varsha kapadia amrapurkar,1994,action,
pehla pehla pyar,Manmohan Singh,kapoor anupam tabu rishi kher,1994,action crime drama comedy,
prem shakti,Shibu Mitra,kapoor karisma govinda shakti,1994,fantasy romance action drama,
prem yog,Rajeev Kumar,kapoor madhoo shammi rishi,1994,family drama,
pyar ka rog,Unknown,bindu behl ravi,1994,romance comedy,
raat ke gunaah,Unknown,shekhar suman archana singh,1994,unknown,
raja babu,David Dhawan,kapoor khan prem karishma kader chopra shakti govinda,1994,comedy,
saajan ka ghar,Surendra Kumar Bohra,kapoor juhi deepak chawla rishi tijori,1994,family drama,
saboot mangta hain kanoon,Suraj Prakash,kapoor shashi khan anita amjad babbar raj,1994,action,
salaami,Shahrukh Sultan,samyukta khan jaffery roshini ayub,1994,adventure,
sangdil sanam,Shomu Mukerji,khan manisha salman koirala,1994,unknown,
sholay aur toofan,N. Paryani,premi kiran damini kumar raaj priya,1994,unknown,
stuntman,Deepak Balraaj Vij,ami avtar anand ahluwalia asthana tinnu singh,1994,romance action drama,
teesra kaun?,Partho Ghosh,chakraborty somy ali chunky pandey mithun,1994,drama comedy thriller,
tejasvini,N. Chandra,charan deepak raj vijayshanti malhotra,1994,family action drama,
thanedarni,Surinder Kapoor,swaroop shikha,1994,unknown,
the gentleman,Mahesh Bhatt,juhi chawla chiranjeevi,1994,action,
the law,Sushama Shiromanee,urmila kiran matondkar kumar ajay devgn,1994,action,
triyacharitra,Basu Chatterjee,shah sachdev puri naseeruddin rajeshwari om,1994,drama,
two brothers,Unknown,juhi chawla,1994,unknown,
udhaar ki zindagi,K.V. Raju,moushumi chatterjee jeetendra kajol,1994,unknown,
ulfat ki nayee manzilen,K. Ravi Shankar,deo seema ramesh agha,1994,unknown,
